Tail Number	Serial Number	Manufacturer name	Model	Type Aircraft	Pending Number Change	Date Change Authorized	MFR Year	Type Registration	Certificate Issue Date	Expiration Date	Type Engine	Dealer	Mode S Code (base 8)	Fractional Owner	Engine Manufacturer	Engine Model	A/W Date	Airworthiness Classification	Airworthiness Category	Exception Code
N297WN	32542	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	2007	Corporation	11/21/2007	11/30/2021	Turbo-fan	No	50610574	NO	CFM INTL	CFM56-7B24	10/26/2007	Standard	Transport	Yes
N298AA	49310	MCDONNELL DOUGLAS	DC-9-82(MD-82)	Fixed Wing Multi-Engine	None	None	1985	Corporation	01/05/2016	01/31/2019	Turbo-fan	No	50611463	NO	P & W	JT8D SERIES	01/13/1986	Standard	Transport	No
N298JB	19000249	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2009	Corporation	03/11/2009	12/31/2019	Turbo-fan	No	50611774	NO	GE	CF34-10E6	03/12/2009	Standard	Transport	No
N298WN	32543	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	None	Corporation	12/12/2007	03/31/2019	Turbo-fan	No	50612463	NO	Unknown	Unknown	None	Unknown	None	No
N29906	145472	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	10/16/2017	10/31/2020	Turbo-fan	No	50614540	NO	ROLLS-ROYC	AE 3007A1P	07/21/2001	Standard	Transport	Yes
N29907	34830	BOEING	787-8	Fixed Wing Multi-Engine	None	None	2013	Corporation	07/31/2013	07/31/2019	Turbo-fan	No	50614541	NO	GE	GENX-1B70	07/30/2013	Standard	Transport	Yes
N29917	145414	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/20/2017	12/31/2020	Turbo-fan	No	50614604	NO	ALLISON	AE 3007A	04/21/2001	Standard	Transport	Yes
N299WN	36614	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	None	Corporation	12/04/2007	03/31/2019	Turbo-fan	No	50614352	NO	Unknown	Unknown	None	Unknown	None	No
N300	P3370236	CESSNA	T337G	Fixed Wing Multi-Engine	None	None	1976	Corporation	06/08/1995	09/30/2020	Reciprocating	No	50617521	NO	CONT MOTOR	IO-360 SER	02/21/1976	Standard	Normal	No
N301	NAV-4-1167	RYAN	NAVION	Fixed Wing Single-Engine	None	None	None	Co-Owned	05/30/2018	05/31/2021	Reciprocating	No	50621410	NO	CONT MOTOR	E185 SERIES	03/22/1956	Standard	None	No
N301AA	98FB1D0	HONEYCOMB CORPORATION	AGDRONE	Fixed Wing Single-Engine	None	None	None	Individual	01/25/2017	01/31/2020	Electric	No	50621412	NO	Unknown	Unknown	None	Unknown	None	No
N301DL	1456	CIRRUS DESIGN CORP	SR22T	Fixed Wing Single-Engine	None	None	2016	Individual	10/04/2018	10/31/2021	Reciprocating	No	50621537	NO	CONT MOTOR	TSIO-550-K	11/17/2016	Standard	Normal	No
N301DQ	29687	BOEING	737-732	Fixed Wing Multi-Engine	None	None	None	Corporation	08/01/2008	02/28/2021	Turbo-fan	No	50621543	NO	Unknown	Unknown	None	Unknown	None	No
N301NB	1058	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	1999	Corporation	12/22/1999	01/31/2022	Turbo-fan	No	50622067	NO	CFM INTL.	CFM56 SERIES	01/19/2000	Standard	Transport	No
N302	1294	GRUMMAN	G-44	Fixed Wing Multi-Engine	None	None	1943	Corporation	11/04/2013	11/30/2019	Reciprocating	No	50623277	NO	FAIRCHILD	6-440 SERIES	09/09/1958	Standard	None	No
N302AA	W13DCB04020614	DJI	INSPIRE 1	Rotorcraft	None	None	None	Individual	01/30/2017	01/31/2020	Electric	No	50623301	NO	Unknown	Unknown	None	Unknown	None	No
N302AS	30017	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2003	Corporation	04/30/2003	02/29/2020	Turbo-fan	No	50623321	NO	CFM INTL.	CFM56 SERIES	04/28/2003	Standard	Transport	Yes
N302DQ	29648	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2008	Corporation	08/04/2008	02/28/2021	Turbo-fan	No	50623432	NO	CFM INTL	CFM56-7B26/3	08/02/2008	Standard	Transport	No
N302NB	1062	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	1999	Corporation	12/22/1999	01/31/2022	Turbo-fan	No	50623756	NO	CFM INTL.	CFM56 SERIES	01/18/2000	Standard	Transport	No
N303	108-536	STINSON	108	Fixed Wing Single-Engine	None	None	1946	Individual	09/21/2016	09/30/2019	Reciprocating	No	50625166	NO	FRANKLIN	6A4150 SERIES	12/13/1955	Standard	None	No
N303AS	30016	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2001	Corporation	06/26/2001	10/31/2020	Turbo-fan	No	50625210	NO	CFM INTL.	CFM56 SERIES	06/22/2001	Standard	Transport	Yes
N303DQ	29688	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2008	Corporation	09/11/2008	05/31/2021	Turbo-fan	No	50625321	NO	CFM INTL	CFM56-7B26/3	09/04/2008	Standard	Transport	No
N303WA	T30300265	CESSNA	T303	Fixed Wing Multi-Engine	None	None	1984	Corporation	08/30/2017	08/31/2020	Reciprocating	No	50626154	NO	CONT MOTOR	TSIO-520-AE	03/31/2009	Standard	Normal	No
N30401	30118	BOEING	737-924	Fixed Wing Multi-Engine	None	None	2001	Corporation	05/30/2001	04/30/2020	Turbo-fan	No	50630240	NO	CFM INTL.	CFM56 SERIES	05/25/2001	Standard	Transport	Yes
N304DQ	29683	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2008	Corporation	09/24/2008	05/31/2021	Turbo-fan	No	50627210	NO	CFM INTL	CFM56-7B26/3	09/18/2008	Standard	Transport	No
N304JB	19000257	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2009	Corporation	03/16/2009	12/31/2019	Turbo-fan	No	50627370	NO	GE	CF34-10E6	03/17/2009	Standard	Transport	No
N305	12878	S.O.C.A.T.A.	RALLYE 235E	Fixed Wing Single-Engine	None	None	None	Individual	04/13/2015	04/30/2021	Reciprocating	No	50630744	NO	LYCOMING	0-540 SERIES	11/20/1989	Standard	Normal	No
N305AS	30013	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2001	Corporation	05/17/2001	06/30/2020	Turbo-fan	No	50630766	NO	CFM INTL.	CFM56 SERIES	05/11/2001	Standard	Transport	Yes
N305DL	20608	BOMBARDIER INC	BD-100-1A10	Fixed Wing Multi-Engine	None	None	2016	Corporation	04/07/2016	04/30/2019	Turbo-fan	No	50631073	NO	HONEYWELL	AS907-2-1A	02/13/2016	Standard	Transport	Yes
N305DQ	29645	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2008	Corporation	12/30/2008	06/30/2019	Turbo-fan	No	50631077	NO	CFM INTL	CFM56-7B26/3	12/16/2008	Standard	Transport	Yes
N305WA	21065002	CESSNA	T210R	Fixed Wing Single-Engine	None	None	None	Corporation	01/12/2018	01/31/2021	Reciprocating	No	50631732	NO	Unknown	Unknown	None	Unknown	None	No
N306AS	30014	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2001	Corporation	05/24/2001	06/30/2020	Turbo-fan	No	50632655	NO	CFM INTL.	CFM56 SERIES	05/14/2001	Standard	Transport	Yes
N306AW	AT28-029-2.2	ALLIED DRONES LLC	AT28	Rotorcraft	None	None	None	Corporation	04/04/2016	04/30/2019	Electric	No	50632661	NO	Unknown	Unknown	None	Unknown	None	No
N306DQ	29633	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2009	Corporation	01/15/2009	06/30/2019	Turbo-fan	No	50632766	NO	CFM INTL	CFM56-7B26/3	01/08/2009	Standard	Transport	No
N306JB	19000272	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2009	Corporation	04/17/2009	03/31/2020	Turbo-fan	No	50633146	NO	GE	CF34-10E6	04/20/2009	Standard	Transport	No
N307AS	30015	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2001	Corporation	05/30/2001	06/30/2020	Turbo-fan	No	50634544	NO	CFM INTL.	CFM56 SERIES	05/25/2001	Standard	Transport	Yes
N307DQ	29679	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2009	Corporation	01/22/2009	06/30/2019	Turbo-fan	No	50634655	NO	CFM INTL	CFM56-7B26/3	01/18/2009	Standard	Transport	Yes
N307JB	19000286	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2009	Corporation	06/03/2009	08/31/2020	Turbo-fan	No	50635035	NO	GE	CF34-10E6	06/04/2009	Standard	Transport	No
N308AA	00002	APOLLO AIRCRAFT INC	MONSOON	Weight-shift-control	None	None	2007	Individual	08/05/2010	05/31/2021	2 Cycle	No	50636413	NO	ROTAX	582DCDI	04/12/2010	Light Sport	Weight-Shift-Control	No
N308DE	29656	BOEING	737-732	Fixed Wing Multi-Engine	None	None	None	Corporation	09/25/2009	05/31/2021	Turbo-fan	No	50636532	NO	CFM INTL	CFM56-7B26/3	09/06/2009	Standard	Transport	Yes
N30913	35879	BOEING	787-8	Fixed Wing Multi-Engine	None	None	2014	Corporation	12/16/2014	12/31/2020	Turbo-fan	No	50641530	NO	GE	GENX-1B70/P2	12/11/2014	Standard	Transport	Yes
N309AS	30857	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2001	Corporation	07/30/2001	01/31/2021	Turbo-fan	No	50640322	NO	CFM INTL.	CFM56 SERIES	07/25/2001	Standard	Transport	No
N309DE	29634	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2009	Corporation	09/30/2009	05/31/2021	Turbo-fan	No	50640421	NO	CFM INTL	CFM56-7B26/3	09/13/2009	Standard	Transport	Yes
N309JB	19000289	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2009	Corporation	06/08/2009	08/31/2020	Turbo-fan	No	50640613	NO	GE	CF34-10E6	06/09/2009	Standard	Transport	No
N309US	118	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1990	Corporation	12/31/2009	06/30/2019	Turbo-jet	No	50641224	NO	CFM INTL.	CFM56 SERIES	03/14/1990	Standard	Transport	No
N310	1109	GULFSTREAM AEROSPACE	G-IV	Fixed Wing Multi-Engine	None	None	1989	Corporation	08/16/2011	08/31/2020	Turbo-fan	No	50643320	NO	ROLLS-ROYC	TAY 611SER	08/25/2011	Standard	Transport	No
N310DE	29665	BOEING	737-732	Fixed Wing Multi-Engine	None	None	2009	Corporation	10/16/2009	08/31/2021	Turbo-fan	No	50643441	NO	CFM INTL	CFM56-7B26/3	10/09/2009	Standard	Transport	No
N31131	145705	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2003	Corporation	04/09/2003	01/31/2020	Turbo-fan	No	50646543	NO	ROLLS-ROYC	AE3007 SER	02/25/2005	Standard	Transport	Yes
N311AW	AT28-017-2.2	ALLIED DRONES LLC	AT28	Rotorcraft	None	None	None	Corporation	03/23/2016	03/31/2019	Electric	No	50645235	NO	Unknown	Unknown	None	Unknown	None	No
N311NB	9410	BOMBARDIER INC	BD-700-1A10	Fixed Wing Multi-Engine	None	None	2010	Corporation	11/28/2011	11/30/2020	Turbo-fan	No	50645666	NO	ROLLS DEUT	BR700-710A220	10/28/2011	Standard	Transport	No
N312AA	22315	BOEING	767-223	Fixed Wing Multi-Engine	None	None	1984	Corporation	07/21/2015	07/31/2021	Turbo-fan	No	50647100	NO	GE	CF6-80A	10/08/2015	Standard	Transport	Yes
N312US	152	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1990	Corporation	01/31/2013	01/31/2019	Turbo-jet	No	50650022	NO	CFM INTL.	CFM56 SERIES	03/14/1990	Standard	Transport	No
N313AA	172S11286	CESSNA	172S	Fixed Wing Single-Engine	None	None	2013	Corporation	04/19/2013	04/30/2019	Reciprocating	No	50650767	NO	LYCOMING	IO-360-L2A	03/22/2013	Standard	Normal	No
N314	A94-0032	KAMAN AEROSPACE CORP	K-1200	Rotorcraft	None	None	2001	Corporation	05/18/2012	05/31/2021	Turbo-shaft	No	50652654	NO	ALLIEDSIGN	T5317A-1	04/04/2001	Standard	Normal	No
N31412	30129	BOEING	737-924	Fixed Wing Multi-Engine	None	None	2002	Corporation	04/16/2002	01/31/2020	Turbo-fan	No	50654103	NO	CFM INTL.	CFM56 SERIES	04/14/2002	Standard	Transport	Yes
N314NB	1191	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/31/2009	05/31/2019	Turbo-fan	No	50653333	NO	CFM INTL.	CFM56 SERIES	04/03/2000	Standard	Transport	No
N314US	160	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	02/28/2013	02/28/2019	Turbo-jet	No	50653600	NO	CFM INTL.	CFM56 SERIES	04/18/1991	Standard	Transport	No
N315	AA5B-0242	GRUMMAN AMERICAN AVN. CORP.	AA-5B	Fixed Wing Single-Engine	None	None	None	Individual	10/07/2016	10/31/2019	Reciprocating	No	50654543	NO	Unknown	Unknown	None	Unknown	None	No
N315AS	30019	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2002	Corporation	10/02/2002	08/31/2021	Turbo-fan	No	50654565	NO	CFM INTL.	CFM56 SERIES	09/28/2002	Standard	Transport	Yes
N315DL	YU15200811B04A01	YUNEEC ELECTRIC AVIATION	TYPHOON Q500 4K	Rotorcraft	None	None	None	Corporation	10/19/2016	10/31/2019	Electric	No	50654672	NO	Unknown	Unknown	None	Unknown	None	No
N315NB	1230	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/31/2009	05/31/2019	Turbo-fan	No	50655222	NO	CFM INTL.	CFM56 SERIES	07/05/2000	Standard	Transport	No
N316	419	SUTTERLIN WILLIAM E	CHRISTEN EAGLE II	Fixed Wing Single-Engine	None	None	1998	Individual	10/24/2002	07/31/2021	Reciprocating	No	50656432	NO	LYCOMING	I0360 SER A&C	03/02/1998	Experimental	Amateur Built	No
N316JB	19000292	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2009	Corporation	06/22/2009	08/31/2020	Turbo-fan	No	50656745	NO	GE	CF34-10E6	07/23/2009	Standard	Transport	No
N316NB	1249	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50657111	NO	CFM INTL.	CFM56 SERIES	07/05/2000	Standard	Transport	No
N317AS	30856	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2003	Corporation	03/27/2003	11/30/2019	Turbo-fan	No	50660343	NO	CFM INTL.	CFM56 SERIES	03/19/2003	Standard	Transport	Yes
N317JB	19000363	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2010	Corporation	06/29/2010	08/31/2020	Turbo-fan	No	50660634	NO	GE	CF34-10E6	06/30/2010	Standard	Transport	No
N317NB	1324	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50661000	NO	CFM INTL.	CFM56 SERIES	10/16/2000	Standard	Transport	No
N317US	197	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	01/30/2013	01/31/2019	Turbo-jet	No	50661245	NO	CFM INTL.	CFM56 SERIES	07/29/1991	Standard	Transport	No
N318	R172-0006	CESSNA	R172E	Fixed Wing Single-Engine	None	None	1966	Corporation	04/07/2017	04/30/2020	Reciprocating	No	50662210	NO	LYCOMING	I0360 SER	03/13/1973	Standard	Normal	No
N318AS	30018	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2003	Corporation	06/02/2003	10/31/2020	Turbo-fan	No	50662232	NO	CFM INTL.	CFM56 SERIES	05/30/2003	Standard	Transport	Yes
N318JB	19000364	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2010	Corporation	06/29/2010	08/31/2020	Turbo-fan	No	50662523	NO	GE	CF34-10E6	06/30/2010	Standard	Transport	No
N318NB	1325	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50662667	NO	CFM INTL.	CFM56 SERIES	10/16/2000	Standard	Transport	No
N319AS	33679	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2003	Corporation	06/30/2003	10/31/2020	Turbo-fan	No	50664121	NO	CFM INTL.	CFM56 SERIES	06/22/2003	Standard	Transport	Yes
N319NB	1346	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50664556	NO	CFM INTL.	CFM56 SERIES	11/06/2000	Standard	Transport	No
N319UA	126	COSTRUZIONI AERONAUTICHE TECNA	P2004 BRAVO	Fixed Wing Single-Engine	None	None	2008	Corporation	09/30/2008	06/30/2021	4 Cycle	No	50665003	NO	ROTAX	912ULS	04/24/2008	Light Sport	Airplane	No
N319US	208	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	02/01/2013	02/28/2019	Turbo-jet	No	50665023	NO	CFM INTL.	CFM56 SERIES	07/29/1991	Standard	Transport	No
N320AS	33680	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2003	Corporation	10/01/2003	08/31/2021	Turbo-fan	No	50667141	NO	CFM INTL.	CFM56 SERIES	09/23/2003	Standard	Transport	Yes
N320DL	23092	BOEING	737-232	Fixed Wing Multi-Engine	None	None	1984	Corporation	06/05/2006	09/30/2020	Turbo-fan	No	50667246	NO	P & W	JT8D SERIES	05/25/1984	Standard	Transport	No
N320NB	1392	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50667576	NO	CFM INTL.	CFM56 SERIES	01/08/2001	Standard	Transport	No
N320US	213	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	01/31/2013	01/31/2019	Turbo-jet	No	50670043	NO	CFM INTL.	CFM56 SERIES	10/16/1991	Standard	Transport	No
N321DL	23093	BOEING	737-232	Fixed Wing Multi-Engine	None	None	1984	Corporation	06/05/2006	09/30/2020	Turbo-fan	No	50671135	NO	P & W	JT8D SERIES	08/29/1984	Standard	Transport	No
N321NB	1414	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50671465	NO	CFM INTL.	CFM56 SERIES	02/12/2001	Standard	Transport	No
N321US	262	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	06/30/2015	06/30/2021	Turbo-jet	No	50671732	NO	CFM INTL.	CFM56 SERIES	02/24/1992	Standard	Transport	No
N322DL	23094	BOEING	737-232	Fixed Wing Multi-Engine	None	None	1984	Corporation	06/05/2006	09/30/2020	Turbo-fan	No	50673024	NO	P & W	JT8D SERIES	08/03/1984	Standard	Transport	No
N322NB	1434	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50673354	NO	CFM INTL.	CFM56 SERIES	03/15/2001	Standard	Transport	No
N322US	263	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	07/14/2015	07/31/2021	Turbo-jet	No	50673621	NO	CFM INTL.	CFM56 SERIES	02/24/1992	Standard	Transport	No
N323	40236	VANS AIRCRAFT INC	RV-10	Fixed Wing Single-Engine	None	None	2015	Corporation	10/19/2015	10/31/2021	Reciprocating	No	50674564	NO	LYCOMING	YIO-540-D	11/23/2015	Experimental	Amateur Built	No
N323AS	30021	BOEING	737-990	Fixed Wing Multi-Engine	None	None	2004	Corporation	02/26/2004	08/31/2019	Turbo-fan	No	50674606	NO	CFM INTL.	CFM56 SERIES	02/24/2004	Standard	Transport	Yes
N323AW	AT28-030-2.2	ALLIED DRONES LLC	AT28	Rotorcraft	None	None	None	Corporation	03/30/2016	03/31/2019	Electric	No	50674612	NO	Unknown	Unknown	None	Unknown	None	No
N323JB	19000384	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2010	Corporation	09/29/2010	04/30/2021	Turbo-fan	No	50675077	NO	GE	CF34-10E6	09/30/2010	Standard	Transport	No
N323NB	1453	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50675243	NO	CFM INTL.	CFM56 SERIES	04/06/2001	Standard	Transport	No
N323US	272	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	06/10/2015	06/30/2021	Turbo-jet	No	50675510	NO	CFM INTL.	CFM56 SERIES	02/24/1992	Standard	Transport	No
N32404	30121	BOEING	737-924	Fixed Wing Multi-Engine	None	None	2001	Corporation	07/20/2001	10/31/2020	Turbo-fan	No	50677641	NO	CFM INTL.	CFM56 SERIES	07/17/2001	Standard	Transport	No
N324JB	19000388	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2010	Corporation	10/25/2010	10/31/2019	Turbo-fan	No	50676766	NO	GE	CF34-10E6	10/26/2010	Standard	Transport	No
N324NB	1456	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50677132	NO	CFM INTL.	CFM56 SERIES	05/11/2001	Standard	Transport	No
N324US	273	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	07/01/2015	07/31/2021	Turbo-jet	No	50677377	NO	CFM INTL.	CFM56 SERIES	02/24/1992	Standard	Transport	No
N325	P3370237	CESSNA	T337G	Fixed Wing Multi-Engine	None	None	1976	Individual	03/27/2017	03/31/2020	Reciprocating	No	50700342	NO	CONT MOTOR	IO-360 SER	None	Standard	None	No
N325NB	1483	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50701021	NO	CFM INTL.	CFM56 SERIES	06/05/2001	Standard	Transport	No
N325US	281	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	06/10/2015	06/30/2021	Turbo-jet	No	50701266	NO	CFM INTL.	CFM56 SERIES	03/19/1992	Standard	Transport	No
N326	P33700238	CESSNA	T337G	Fixed Wing Multi-Engine	None	None	None	Corporation	04/25/2017	04/30/2020	Reciprocating	No	50702231	NO	Unknown	Unknown	03/15/1976	Standard	Normal	No
N326NB	1498	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50702710	NO	CFM INTL.	CFM56 SERIES	06/05/2001	Standard	Transport	No
N326US	282	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1991	Corporation	06/30/2015	06/30/2021	Turbo-jet	No	50703155	NO	CFM INTL.	CFM56 SERIES	03/19/1992	Standard	Transport	No
N327	1051	GRUMMAN	G-21A	Fixed Wing Multi-Engine	None	None	1958	Individual	05/02/2005	06/30/2020	Reciprocating	No	50704120	NO	P&W	R-985 SERIES	06/24/1960	Standard	None	No
N327AW	AT28-018-2.2	ALLIED DRONES LLC	AT28	Rotorcraft	None	None	None	Corporation	03/23/2016	03/31/2019	Electric	No	50704146	NO	Unknown	Unknown	None	Unknown	None	No
N327NB	1501	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50704577	NO	CFM INTL.	CFM56 SERIES	06/05/2001	Standard	Transport	No
N327NW	297	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1992	Corporation	12/16/2016	12/31/2019	Turbo-jet	No	50704622	NO	CFM INTL.	CFM56 SERIES	04/13/1992	Standard	Transport	No
N328JB	19000422	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2011	Corporation	03/22/2011	03/31/2020	Turbo-fan	No	50706322	NO	GE	CF34-10E6	03/23/2011	Standard	Transport	No
N328NB	1520	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50706466	NO	CFM INTL.	CFM56 SERIES	07/12/2001	Standard	Transport	No
N328NW	298	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1992	Corporation	12/16/2016	12/31/2019	Turbo-jet	No	50706511	NO	CFM INTL.	CFM56 SERIES	05/11/1992	Standard	Transport	No
N329	B-140	GRUMMAN	G-21A	Fixed Wing Multi-Engine	None	None	1945	Co-Owned	01/20/2010	05/31/2019	Reciprocating	No	50707676	NO	P&W	R-985 SERIES	06/04/1965	Standard	Normal	No
N329JB	19000433	EMBRAER	ERJ 190-100 IGW	Fixed Wing Multi-Engine	None	None	2011	Corporation	05/02/2011	05/31/2020	Turbo-fan	No	50710211	NO	GE	CF34-10E6	05/03/2011	Standard	Transport	Yes
N329NB	1543	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50710355	NO	CFM INTL.	CFM56 SERIES	08/02/2001	Standard	Transport	No
N329NW	306	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1992	Corporation	12/19/2016	12/31/2019	Turbo-jet	No	50710400	NO	CFM INTL.	CFM56 SERIES	05/18/1992	Standard	Transport	No
N330NB	1549	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50713375	NO	CFM INTL.	CFM56 SERIES	08/07/2001	Standard	Transport	No
N330NW	307	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1992	Corporation	12/19/2016	12/31/2019	Turbo-jet	No	50713420	NO	CFM INTL.	CFM56 SERIES	06/22/1992	Standard	Transport	No
N33103	27293	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1994	Corporation	06/27/1994	07/31/2020	Turbo-fan	No	50715772	NO	ROLLS-ROYC	RB.211 SERIES	06/17/1994	Standard	Transport	Yes
N33132	29281	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1998	Corporation	07/01/1998	10/31/2020	Turbo-fan	No	50716142	NO	ROLLS-ROYC	RB.211 SERIES	07/29/1998	Standard	Transport	Yes
N33182	14500909	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2005	Corporation	04/27/2005	01/31/2020	Turbo-fan	No	50716421	NO	ROLLS-ROYC	AE3007 SER	04/28/2005	Standard	Transport	No
N331AW	AT28-020-2.2	ALLIED DRONES LLC	AT28	Rotorcraft	None	None	None	Corporation	03/23/2016	03/31/2019	Electric	No	50714633	NO	Unknown	Unknown	None	Unknown	None	No
N331NB	1567	AIRBUS INDUSTRIE	A319-114	Fixed Wing Multi-Engine	None	None	None	Corporation	12/31/2009	06/30/2019	Turbo-fan	No	50715264	NO	Unknown	Unknown	None	Unknown	None	No
N331NW	318	AIRBUS INDUSTRIE	A320-211	Fixed Wing Multi-Engine	None	None	1992	Corporation	12/31/2009	06/30/2019	Turbo-jet	No	50715307	NO	CFM INTL.	CFM56 SERIES	06/22/1992	Standard	Transport	No
N33203	30613	BOEING	737-824	Fixed Wing Multi-Engine	None	None	2000	Corporation	06/22/2000	07/31/2020	Turbo-fan	No	50717661	NO	CFM INTL.	CFM56 SERIES	06/21/2000	Standard	Transport	Yes
